sierra leone,kailahun,confirmed cases,1,5/25/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-662629_0.pdf
sierra leone,kailahun,deaths,5,5/25/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-662629_0.pdf
sierra leone,kailahun,cases,16,5/26/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-663393_2.pdf
sierra leone,kailahun,confirmed cases,7,5/26/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-663393_2.pdf
sierra leone,kailahun,deaths,5,5/26/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-663393_2.pdf
sierra leone,bo,cases,1,5/29/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-663958_2.pdf
sierra leone,bo,deaths,0,5/29/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-663958_2.pdf
sierra leone,kailahun,cases,37,5/29/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-663958_2.pdf
sierra leone,kailahun,deaths,6,5/29/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-663958_2.pdf
sierra leone,kenema,cases,1,5/29/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-663958_2.pdf
sierra leone,kenema,deaths,0,5/29/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-663958_2.pdf
sierra leone,koinadugu,cases,1,5/29/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-663958_2.pdf
sierra leone,koinadugu,deaths,0,5/29/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-663958_2.pdf
sierra leone,moyamba,cases,1,5/29/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-663958_2.pdf
sierra leone,moyamba,deaths,0,5/29/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-663958_2.pdf
sierra leone,bo,cases,13,6/1/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-664928_3.pdf
sierra leone,bo,deaths,0,6/1/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-664928_3.pdf
sierra leone,bombali,cases,1,6/1/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-664928_3.pdf
sierra leone,bombali,deaths,0,6/1/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-664928_3.pdf
sierra leone,freetown,cases,5,6/1/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-664928_3.pdf
sierra leone,freetown,deaths,0,6/1/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-664928_3.pdf
sierra leone,kailahun,cases,41,6/1/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-664928_3.pdf
sierra leone,kailahun,deaths,6,6/1/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-664928_3.pdf
sierra leone,kenema,cases,3,6/1/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-664928_3.pdf
sierra leone,kenema,deaths,0,6/1/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-664928_3.pdf
sierra leone,koinadugu,cases,2,6/1/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-664928_3.pdf
sierra leone,koinadugu,deaths,0,6/1/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-664928_3.pdf
sierra leone,moyamba,cases,1,6/1/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-664928_3.pdf
sierra leone,moyamba,deaths,0,6/1/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-664928_3.pdf
sierra leone,kailahun,cases,92,6/17/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
sierra leone,kailahun,deaths,46,6/17/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
sierra leone,kambia,cases,1,6/17/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
sierra leone,kambia,deaths,0,6/17/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
sierra leone,kono,cases,1,6/17/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
sierra leone,kono,deaths,0,6/17/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
sierra leone,port loko,cases,2,6/17/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
sierra leone,port loko,deaths,1,6/17/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
sierra leone,western area,cases,1,6/17/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
sierra leone,western area,deaths,1,6/17/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
sierra leone,kailahun,cases,128,6/19/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
sierra leone,kailahun,deaths,55,6/19/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
sierra leone,kambia,cases,1,6/19/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
sierra leone,kambia,deaths,0,6/19/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
sierra leone,kenema,cases,4,6/19/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
sierra leone,kenema,deaths,1,6/19/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
sierra leone,port loko,cases,2,6/19/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
sierra leone,port loko,deaths,1,6/19/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
sierra leone,western area,cases,1,6/19/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
sierra leone,western area,deaths,1,6/19/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
sierra leone,kailahun,cases,135,6/20/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
