sierra leone,western area rural,cases,3,82,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,deaths,0,82,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,probable cases,0,82,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,cases,4,84,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,deaths,0,84,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,probable cases,0,84,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,cases,5,86,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,deaths,0,86,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,probable cases,0,86,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,cases,5,87,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,confirmed cases,5,87,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,deaths,0,87,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,probable cases,0,87,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,cases,11,90,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,confirmed cases,11,90,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,deaths,0,90,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,new cases,0,90,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,probable cases,0,90,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,cases,12,91,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,confirmed cases,12,91,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,deaths,0,91,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,new cases,1,91,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,probable cases,0,91,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,cases,15,92,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,confirmed cases,15,92,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,deaths,0,92,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,new cases,3,92,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,probable cases,0,92,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,cases,15,93,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,confirmed cases,15,93,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,deaths,0,93,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,new cases,0,93,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,probable cases,0,93,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,cases,25,95,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,confirmed cases,24,95,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,deaths,0,95,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,new cases,1,95,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,probable cases,0,95,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,cases,30,98,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,confirmed cases,2,98,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,deaths,2,98,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,new cases,1,98,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,probable cases,0,98,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,cases,35,100,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,confirmed cases,33,100,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,deaths,2,100,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,new cases,1,100,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,probable cases,0,100,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,suspected cases,2,100,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,cases,36,101,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,confirmed cases,34,101,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,deaths,2,101,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,new cases,1,101,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,probable cases,0,101,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,suspected cases,2,101,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,cases,41,103,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,confirmed cases,39,103,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,deaths,2,103,-0.1166258477397237,-0.7698049143768723
sierra leone,western area rural,new cases,3,103,-0.1166258477397237,-0.7698049143768723
