guinea,conakry,suspected cases,5,3/28/2014
guinea,gueckedou,suspected cases,69,3/28/2014
guinea,kankan,suspected cases,1,3/28/2014
guinea,kissidougou,suspected cases,7,3/28/2014
guinea,lofa county,suspected cases,8,3/28/2014
guinea,macenta,suspected cases,21,3/28/2014
guinea,conakry,cases,18,4/4/2014
guinea,conakry,deaths,5,4/4/2014
guinea,gueckedou,cases,85,4/4/2014
guinea,gueckedou,deaths,59,4/4/2014
guinea,kissidougou,cases,9,4/4/2014
guinea,kissidougou,deaths,5,4/4/2014
guinea,macenta,cases,27,4/4/2014
guinea,macenta,deaths,14,4/4/2014
guinea,conakry,cases,20,4/7/2014
guinea,conakry,deaths,6,4/7/2014
guinea,dabola,cases,4,4/7/2014
guinea,dabola,deaths,3,4/7/2014
guinea,dinguiraye,cases,1,4/7/2014
guinea,dinguiraye,deaths,1,4/7/2014
guinea,gueckedou,cases,90,4/7/2014
guinea,gueckedou,deaths,63,4/7/2014
guinea,kissidougou,cases,9,4/7/2014
guinea,kissidougou,deaths,6,4/7/2014
guinea,macenta,cases,27,4/7/2014
guinea,macenta,deaths,16,4/7/2014
guinea,conakry,cases,31,4/11/2014
guinea,dabola,cases,5,4/11/2014
guinea,dinguiraye,cases,1,4/11/2014
guinea,gueckedou,cases,95,4/11/2014
guinea,kissidougou,cases,6,4/11/2014
guinea,macenta,cases,21,4/11/2014
guinea,conakry,cases,47,4/16/2014
guinea,conakry,deaths,16,4/16/2014
guinea,dabola,cases,4,4/16/2014
guinea,dabola,deaths,4,4/16/2014
guinea,dinguiraye,cases,1,4/16/2014
guinea,dinguiraye,deaths,1,4/16/2014
guinea,gueckedou,cases,117,4/16/2014
guinea,gueckedou,deaths,80,4/16/2014
guinea,kissidougou,cases,6,4/16/2014
guinea,kissidougou,deaths,5,4/16/2014
guinea,macenta,cases,22,4/16/2014
guinea,macenta,deaths,16,4/16/2014
guinea,conakry,cases,50,4/17/2014
guinea,conakry,deaths,20,4/17/2014
guinea,dabola,cases,4,4/17/2014
guinea,dabola,deaths,4,4/17/2014
guinea,dinguiraye,cases,1,4/17/2014
guinea,dinguiraye,deaths,1,4/17/2014
guinea,gueckedou,cases,120,4/17/2014
guinea,gueckedou,deaths,83,4/17/2014
guinea,kissidougou,cases,6,4/17/2014
guinea,kissidougou,deaths,5,4/17/2014
guinea,macenta,cases,22,4/17/2014
guinea,macenta,deaths,16,4/17/2014
guinea,conakry,cases,53,4/20/2014
guinea,conakry,deaths,23,4/20/2014
guinea,dabola,cases,4,4/20/2014
guinea,dabola,deaths,4,4/20/2014
guinea,dinguiraye,cases,1,4/20/2014
guinea,dinguiraye,deaths,1,4/20/2014
guinea,gueckedou,cases,122,4/20/2014
guinea,gueckedou,deaths,87,4/20/2014
guinea,kissidougou,cases,6,4/20/2014
guinea,kissidougou,deaths,5,4/20/2014
guinea,macenta,cases,22,4/20/2014
guinea,macenta,deaths,16,4/20/2014
guinea,conakry,cases,58,4/23/2014
guinea,conakry,deaths,24,4/23/2014
guinea,dabola,cases,4,4/23/2014
guinea,dabola,deaths,4,4/23/2014
guinea,dinguiraye,cases,1,4/23/2014
guinea,dinguiraye,deaths,1,4/23/2014
guinea,gueckedou,cases,127,4/23/2014
guinea,gueckedou,deaths,91,4/23/2014
guinea,kissidougou,cases,6,4/23/2014
